orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
126884 :: 1015 :: 314030 :: 285758 :: 2004-09-29 :: 1
126903 :: 1013 :: 310539 :: 259850 :: 2004-09-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
126912 :: 1014 :: 300345 :: 220212 :: 2004-10-01 :: 1
126914 :: 1001 :: 306659 :: 263483 :: 2004-10-01 :: 1
126925 :: 1011 :: 304495 :: 253752 :: 2004-10-02 :: 1
126943 :: 1001 :: 309113 :: 206540 :: 2004-10-03 :: 1
126945 :: 1002 :: 302817 :: 200820 :: 2004-10-03 :: 1
126956 :: 1001 :: 304762 :: 251776 :: 2004-10-04 :: 1
126982 :: 1007 :: 311114 :: 251525 :: 2004-10-05 :: 1
127004 :: 1007 :: 309555 :: 205903 :: 2004-10-06 :: 1
127013 :: 1016 :: 303143 :: 220118 :: 2004-10-07 :: 1
127017 :: 1017 :: 312277 :: 230568 :: 2004-10-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127040 :: 1014 :: 309434 :: 229298 :: 2004-10-09 :: 1
127066 :: 1016 :: 307165 :: 272958 :: 2004-10-10 :: 1
127100 :: 1013 :: 308288 :: 242975 :: 2004-10-12 :: 1
127105 :: 1004 :: 302059 :: 238106 :: 2004-10-12 :: 1
127117 :: 1002 :: 301389 :: 228567 :: 2004-10-13 :: 1
127152 :: 1012 :: 305816 :: 256957 :: 2004-10-15 :: 1
127155 :: 1002 :: 311947 :: 249356 :: 2004-10-15 :: 1
127175 :: 1012 :: 301609 :: 215342 :: 2004-10-17 :: 1
127180 :: 1009 :: 309714 :: 262303 :: 2004-10-18 :: 1
127210 :: 1005 :: 305001 :: 272662 :: 2004-10-19 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127224 :: 1004 :: 311682 :: 219874 :: 2004-10-20 :: 1
127254 :: 1004 :: 312257 :: 252840 :: 2004-10-22 :: 1
127262 :: 1001 :: 303081 :: 212055 :: 2004-10-23 :: 1
127264 :: 1015 :: 312586 :: 208150 :: 2004-10-23 :: 1
127272 :: 1010 :: 300846 :: 251182 :: 2004-10-23 :: 1
127285 :: 1007 :: 301311 :: 223018 :: 2004-10-23 :: 1
127304 :: 1011 :: 307380 :: 274042 :: 2004-10-24 :: 1
127319 :: 1011 :: 304589 :: 254289 :: 2004-10-25 :: 1
127328 :: 1017 :: 313213 :: 231066 :: 2004-10-26 :: 1
127351 :: 1003 :: 306522 :: 253071 :: 2004-10-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127360 :: 1016 :: 313360 :: 274028 :: 2004-10-28 :: 1
127368 :: 1003 :: 310124 :: 257685 :: 2004-10-28 :: 1
127371 :: 1016 :: 305364 :: 251552 :: 2004-10-28 :: 1
127394 :: 1018 :: 308310 :: 216993 :: 2004-10-30 :: 1
127414 :: 1002 :: 304212 :: 253391 :: 2004-10-31 :: 1
127415 :: 1009 :: 300052 :: 252543 :: 2004-10-31 :: 1
127448 :: 1009 :: 303310 :: 207282 :: 2004-11-03 :: 1
127463 :: 1002 :: 301420 :: 203984 :: 2004-11-04 :: 1
127472 :: 1016 :: 309516 :: 210210 :: 2004-11-05 :: 1
127504 :: 1016 :: 310410 :: 230234 :: 2004-11-07 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127511 :: 1014 :: 314155 :: 228850 :: 2004-11-07 :: 1
127513 :: 1009 :: 302172 :: 208648 :: 2004-11-07 :: 1
127514 :: 1001 :: 310262 :: 252923 :: 2004-11-07 :: 1
127520 :: 1005 :: 309018 :: 209821 :: 2004-11-07 :: 1
127540 :: 1013 :: 302745 :: 257166 :: 2004-11-09 :: 1
127550 :: 1004 :: 305726 :: 226442 :: 2004-11-09 :: 1
127558 :: 1016 :: 300898 :: 203518 :: 2004-11-10 :: 1
127567 :: 1007 :: 314174 :: 223997 :: 2004-11-11 :: 1
127598 :: 1016 :: 308261 :: 200495 :: 2004-11-13 :: 1
127605 :: 1004 :: 305155 :: 203835 :: 2004-11-13 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127618 :: 1006 :: 310386 :: 203332 :: 2004-11-14 :: 1
127637 :: 1006 :: 314844 :: 232107 :: 2004-11-15 :: 1
127638 :: 1001 :: 307029 :: 221988 :: 2004-11-15 :: 1
127647 :: 1007 :: 300711 :: 278443 :: 2004-11-16 :: 1
127650 :: 1017 :: 303243 :: 230063 :: 2004-11-16 :: 1
127661 :: 1002 :: 305329 :: 285335 :: 2004-11-17 :: 1
127668 :: 1016 :: 303962 :: 263996 :: 2004-11-17 :: 1
127698 :: 1014 :: 306334 :: 269690 :: 2004-11-19 :: 1
127732 :: 1008 :: 312840 :: 239031 :: 2004-11-21 :: 1
127747 :: 1002 :: 310712 :: 204882 :: 2004-11-22 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127753 :: 1018 :: 313311 :: 250497 :: 2004-11-23 :: 1
127764 :: 1008 :: 304448 :: 211534 :: 2004-11-23 :: 1
127779 :: 1005 :: 307261 :: 276798 :: 2004-11-24 :: 1
127791 :: 1017 :: 308603 :: 243836 :: 2004-11-25 :: 1
127805 :: 1015 :: 314536 :: 256285 :: 2004-11-26 :: 1
127818 :: 1001 :: 301024 :: 218892 :: 2004-11-27 :: 1
127826 :: 1013 :: 305039 :: 219793 :: 2004-11-27 :: 1
127851 :: 1004 :: 300262 :: 251094 :: 2004-11-29 :: 1
127857 :: 1005 :: 311797 :: 204753 :: 2004-11-29 :: 1
127866 :: 1016 :: 313622 :: 237328 :: 2004-11-30 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127875 :: 1006 :: 302289 :: 209437 :: 2004-11-30 :: 1
127890 :: 1005 :: 307282 :: 246235 :: 2004-12-01 :: 1
127897 :: 1003 :: 310148 :: 239973 :: 2004-12-02 :: 1
127899 :: 1015 :: 301317 :: 269755 :: 2004-12-02 :: 1
127919 :: 1016 :: 305501 :: 246350 :: 2004-12-03 :: 1
127930 :: 1013 :: 306557 :: 211553 :: 2004-12-04 :: 1
127949 :: 1009 :: 300054 :: 264793 :: 2004-12-05 :: 1
127967 :: 1013 :: 303728 :: 222227 :: 2004-12-07 :: 1
127985 :: 1010 :: 302296 :: 210535 :: 2004-12-08 :: 1
127986 :: 1009 :: 305222 :: 212752 :: 2004-12-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
127998 :: 1002 :: 307298 :: 214241 :: 2004-12-09 :: 1
128019 :: 1015 :: 311324 :: 235728 :: 2004-12-10 :: 1
128030 :: 1004 :: 300322 :: 266258 :: 2004-12-11 :: 1
128052 :: 1006 :: 300240 :: 256665 :: 2004-12-12 :: 1
128055 :: 1005 :: 314523 :: 214566 :: 2004-12-12 :: 1
128064 :: 1007 :: 302782 :: 251937 :: 2004-12-12 :: 1
128068 :: 1001 :: 300565 :: 209842 :: 2004-12-13 :: 1
128087 :: 1007 :: 306523 :: 233700 :: 2004-12-14 :: 1
128094 :: 1008 :: 302988 :: 287703 :: 2004-12-14 :: 1
128100 :: 1002 :: 311858 :: 254899 :: 2004-12-15 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
128126 :: 1004 :: 301007 :: 255824 :: 2004-12-17 :: 1
128134 :: 1006 :: 304704 :: 236168 :: 2004-12-17 :: 1
128177 :: 1015 :: 304144 :: 265830 :: 2004-12-20 :: 1
128178 :: 1009 :: 304439 :: 267099 :: 2004-12-20 :: 1
128190 :: 1006 :: 311854 :: 225958 :: 2004-12-21 :: 1
128203 :: 1015 :: 304723 :: 249249 :: 2004-12-21 :: 1
128223 :: 1015 :: 302104 :: 221167 :: 2004-12-23 :: 1
128251 :: 1008 :: 300437 :: 221457 :: 2004-12-25 :: 1
128279 :: 1014 :: 310609 :: 214320 :: 2004-12-27 :: 1
128280 :: 1001 :: 309584 :: 289861 :: 2004-12-27 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
128283 :: 1018 :: 306414 :: 240089 :: 2004-12-27 :: 1
128293 :: 1003 :: 309352 :: 202441 :: 2004-12-28 :: 1
128311 :: 1018 :: 301801 :: 284322 :: 2004-12-29 :: 1
128322 :: 1014 :: 301075 :: 201670 :: 2004-12-30 :: 1
128329 :: 1002 :: 306570 :: 252304 :: 2004-12-30 :: 1
128335 :: 1001 :: 302883 :: 211070 :: 2004-12-30 :: 1
128340 :: 1001 :: 303698 :: 222395 :: 2004-12-31 :: 1
128353 :: 1014 :: 310277 :: 270187 :: 2004-12-31 :: 1
128355 :: 1009 :: 303079 :: 271605 :: 2005-01-01 :: 1
128383 :: 1001 :: 300867 :: 207388 :: 2005-01-03 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
128388 :: 1005 :: 306442 :: 288843 :: 2005-01-03 :: 1
128392 :: 1015 :: 313806 :: 204968 :: 2005-01-03 :: 1
128396 :: 1001 :: 314793 :: 276505 :: 2005-01-03 :: 1
128419 :: 1001 :: 306078 :: 266669 :: 2005-01-05 :: 1
128421 :: 1001 :: 301547 :: 214864 :: 2005-01-05 :: 1
128429 :: 1005 :: 305754 :: 280523 :: 2005-01-06 :: 1
128434 :: 1003 :: 302575 :: 257895 :: 2005-01-06 :: 1
128439 :: 1015 :: 308652 :: 217515 :: 2005-01-07 :: 1
128444 :: 1012 :: 300893 :: 252682 :: 2005-01-07 :: 1
128490 :: 1013 :: 313578 :: 202843 :: 2005-01-11 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
128493 :: 1007 :: 309088 :: 246557 :: 2005-01-12 :: 1
128523 :: 1017 :: 303754 :: 203432 :: 2005-01-13 :: 1
128529 :: 1015 :: 309992 :: 215342 :: 2005-01-13 :: 1
128530 :: 1008 :: 301656 :: 266925 :: 2005-01-13 :: 1
128551 :: 1010 :: 305889 :: 218546 :: 2005-01-14 :: 1
128578 :: 1007 :: 310357 :: 274186 :: 2005-01-16 :: 1
128590 :: 1001 :: 310041 :: 207408 :: 2005-01-17 :: 1
128611 :: 1008 :: 309503 :: 209165 :: 2005-01-18 :: 1
128614 :: 1018 :: 300888 :: 273299 :: 2005-01-18 :: 1
128630 :: 1004 :: 311863 :: 280360 :: 2005-01-19 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
128643 :: 1012 :: 309281 :: 249251 :: 2005-01-20 :: 1
128669 :: 1003 :: 300544 :: 245050 :: 2005-01-22 :: 1
128672 :: 1018 :: 312785 :: 213365 :: 2005-01-22 :: 1
128693 :: 1015 :: 305238 :: 220242 :: 2005-01-24 :: 1
128699 :: 1001 :: 302043 :: 276900 :: 2005-01-24 :: 1
128741 :: 1013 :: 302057 :: 245186 :: 2005-01-28 :: 1
128762 :: 1015 :: 305722 :: 221488 :: 2005-01-29 :: 1
128809 :: 1007 :: 303821 :: 216660 :: 2005-02-02 :: 1
128854 :: 1006 :: 306162 :: 208180 :: 2005-02-04 :: 1
128878 :: 1010 :: 306110 :: 264550 :: 2005-02-06 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
128892 :: 1011 :: 301044 :: 233995 :: 2005-02-07 :: 1
128930 :: 1002 :: 301411 :: 223404 :: 2005-02-08 :: 1
128947 :: 1014 :: 304277 :: 250683 :: 2005-02-09 :: 1
128952 :: 1008 :: 305771 :: 205025 :: 2005-02-09 :: 1
128958 :: 1005 :: 313006 :: 251528 :: 2005-02-10 :: 1
128972 :: 1018 :: 301783 :: 228168 :: 2005-02-11 :: 1
128979 :: 1007 :: 309019 :: 269019 :: 2005-02-11 :: 1
128987 :: 1009 :: 313924 :: 288377 :: 2005-02-12 :: 1
128995 :: 1016 :: 307483 :: 265469 :: 2005-02-12 :: 1
129147 :: 1002 :: 307588 :: 288843 :: 2005-02-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
129163 :: 1009 :: 312763 :: 214787 :: 2005-02-25 :: 1
129165 :: 1002 :: 300402 :: 214949 :: 2005-02-25 :: 1
129166 :: 1003 :: 313383 :: 240247 :: 2005-02-25 :: 1
129186 :: 1012 :: 306671 :: 210774 :: 2005-02-26 :: 1
129219 :: 1007 :: 307474 :: 258278 :: 2005-03-01 :: 1
129220 :: 1011 :: 311299 :: 262329 :: 2005-03-01 :: 1
129238 :: 1016 :: 308826 :: 275400 :: 2005-03-02 :: 1
129243 :: 1017 :: 312163 :: 214524 :: 2005-03-02 :: 1
129247 :: 1001 :: 303805 :: 259011 :: 2005-03-02 :: 1
129280 :: 1017 :: 300852 :: 208912 :: 2005-03-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
129306 :: 1001 :: 305107 :: 277498 :: 2005-03-06 :: 1
129317 :: 1016 :: 307566 :: 214807 :: 2005-03-07 :: 1
129345 :: 1008 :: 313345 :: 212763 :: 2005-03-09 :: 1
129359 :: 1001 :: 310720 :: 247697 :: 2005-03-10 :: 1
129368 :: 1011 :: 312922 :: 204562 :: 2005-03-11 :: 1
129369 :: 1008 :: 311000 :: 242964 :: 2005-03-11 :: 1
129389 :: 1007 :: 305681 :: 243014 :: 2005-03-12 :: 1
129400 :: 1005 :: 309730 :: 269284 :: 2005-03-13 :: 1
129406 :: 1015 :: 310719 :: 216995 :: 2005-03-13 :: 1
129417 :: 1010 :: 310386 :: 220210 :: 2005-03-14 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
129423 :: 1013 :: 307649 :: 214427 :: 2005-03-14 :: 1
129425 :: 1010 :: 308505 :: 213088 :: 2005-03-14 :: 1
129451 :: 1001 :: 301529 :: 277701 :: 2005-03-16 :: 1
129460 :: 1007 :: 309536 :: 282728 :: 2005-03-16 :: 1
129513 :: 1008 :: 308473 :: 221705 :: 2005-03-20 :: 1
129519 :: 1003 :: 302751 :: 279504 :: 2005-03-20 :: 1
129550 :: 1012 :: 312806 :: 264748 :: 2005-03-22 :: 1
129558 :: 1001 :: 301052 :: 218205 :: 2005-03-22 :: 1
129594 :: 1006 :: 307730 :: 226582 :: 2005-03-25 :: 1
129609 :: 1012 :: 303624 :: 278591 :: 2005-03-26 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
129637 :: 1009 :: 313985 :: 223550 :: 2005-03-27 :: 1
129642 :: 1005 :: 303678 :: 217991 :: 2005-03-28 :: 1
129666 :: 1011 :: 307258 :: 260670 :: 2005-03-29 :: 1
129668 :: 1016 :: 304652 :: 201147 :: 2005-03-29 :: 1
129674 :: 1002 :: 308523 :: 251090 :: 2005-03-29 :: 1
129675 :: 1012 :: 304631 :: 220467 :: 2005-03-29 :: 1
129688 :: 1003 :: 313429 :: 284529 :: 2005-03-30 :: 1
129717 :: 1006 :: 310453 :: 203917 :: 2005-04-01 :: 1
129724 :: 1005 :: 305273 :: 207471 :: 2005-04-01 :: 1
129732 :: 1017 :: 306166 :: 245582 :: 2005-04-02 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
129735 :: 1006 :: 314360 :: 238453 :: 2005-04-02 :: 1
129738 :: 1018 :: 301511 :: 225038 :: 2005-04-02 :: 1
129818 :: 1010 :: 313278 :: 215416 :: 2005-04-07 :: 1
129821 :: 1018 :: 303061 :: 267897 :: 2005-04-07 :: 1
129822 :: 1006 :: 311253 :: 213590 :: 2005-04-07 :: 1
129842 :: 1013 :: 304087 :: 277695 :: 2005-04-08 :: 1
129843 :: 1009 :: 302382 :: 259000 :: 2005-04-08 :: 1
129859 :: 1008 :: 309485 :: 237933 :: 2005-04-09 :: 1
129862 :: 1008 :: 312651 :: 289176 :: 2005-04-09 :: 1
129870 :: 1014 :: 311297 :: 256219 :: 2005-04-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
129891 :: 1002 :: 300726 :: 202834 :: 2005-04-11 :: 1
129944 :: 1003 :: 303546 :: 215139 :: 2005-04-14 :: 1
129956 :: 1010 :: 302111 :: 284055 :: 2005-04-15 :: 1
129964 :: 1017 :: 304904 :: 269803 :: 2005-04-15 :: 1
130000 :: 1008 :: 300173 :: 284081 :: 2005-04-17 :: 1
130003 :: 1009 :: 311832 :: 202398 :: 2005-04-17 :: 1
130007 :: 1002 :: 306825 :: 205626 :: 2005-04-18 :: 1
130011 :: 1017 :: 304348 :: 267301 :: 2005-04-18 :: 1
130047 :: 1008 :: 303314 :: 253390 :: 2005-04-21 :: 1
130064 :: 1012 :: 304651 :: 221676 :: 2005-04-22 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130072 :: 1013 :: 311943 :: 265336 :: 2005-04-23 :: 1
130090 :: 1001 :: 306599 :: 265138 :: 2005-04-24 :: 1
130139 :: 1014 :: 305189 :: 262565 :: 2005-04-27 :: 1
130196 :: 1011 :: 300249 :: 230718 :: 2005-05-01 :: 1
130198 :: 1012 :: 311631 :: 267455 :: 2005-05-01 :: 1
130200 :: 1001 :: 312270 :: 248412 :: 2005-05-01 :: 1
130203 :: 1008 :: 305891 :: 254899 :: 2005-05-01 :: 1
130218 :: 1013 :: 306947 :: 242905 :: 2005-05-02 :: 1
130247 :: 1002 :: 309601 :: 228043 :: 2005-05-04 :: 1
130290 :: 1002 :: 309503 :: 225442 :: 2005-05-08 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130296 :: 1009 :: 312354 :: 248279 :: 2005-05-08 :: 1
130301 :: 1002 :: 311858 :: 287689 :: 2005-05-08 :: 1
130304 :: 1002 :: 307337 :: 202501 :: 2005-05-08 :: 1
130366 :: 1002 :: 303944 :: 267064 :: 2005-05-12 :: 1
130388 :: 1008 :: 305872 :: 272901 :: 2005-05-13 :: 1
130399 :: 1015 :: 302476 :: 211386 :: 2005-05-14 :: 1
130415 :: 1012 :: 307074 :: 279332 :: 2005-05-16 :: 1
130419 :: 1005 :: 304504 :: 221857 :: 2005-05-16 :: 1
130421 :: 1018 :: 314697 :: 274117 :: 2005-05-16 :: 1
130431 :: 1017 :: 309346 :: 210122 :: 2005-05-16 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130436 :: 1005 :: 307835 :: 208573 :: 2005-05-17 :: 1
130437 :: 1001 :: 311154 :: 282036 :: 2005-05-17 :: 1
130458 :: 1012 :: 314459 :: 236872 :: 2005-05-19 :: 1
130468 :: 1012 :: 311219 :: 206385 :: 2005-05-19 :: 1
130492 :: 1001 :: 306196 :: 283362 :: 2005-05-21 :: 1
130493 :: 1014 :: 300817 :: 277437 :: 2005-05-21 :: 1
130509 :: 1002 :: 314703 :: 210774 :: 2005-05-22 :: 1
130525 :: 1005 :: 300482 :: 270601 :: 2005-05-23 :: 1
130541 :: 1014 :: 310104 :: 254697 :: 2005-05-23 :: 1
130543 :: 1007 :: 308454 :: 231144 :: 2005-05-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130577 :: 1008 :: 303074 :: 232381 :: 2005-05-26 :: 1
130595 :: 1003 :: 304119 :: 215677 :: 2005-05-27 :: 1
130635 :: 1003 :: 305661 :: 245965 :: 2005-05-30 :: 1
130641 :: 1004 :: 300670 :: 239797 :: 2005-05-30 :: 1
130649 :: 1005 :: 307959 :: 267184 :: 2005-05-31 :: 1
130702 :: 1004 :: 307615 :: 214747 :: 2005-06-03 :: 1
130704 :: 1013 :: 312558 :: 204658 :: 2005-06-03 :: 1
130708 :: 1012 :: 307490 :: 273700 :: 2005-06-04 :: 1
130728 :: 1006 :: 303739 :: 234679 :: 2005-06-05 :: 1
130763 :: 1001 :: 309406 :: 271739 :: 2005-06-07 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130768 :: 1006 :: 314361 :: 255891 :: 2005-06-08 :: 1
130774 :: 1012 :: 313017 :: 227058 :: 2005-06-08 :: 1
130779 :: 1003 :: 310869 :: 207142 :: 2005-06-09 :: 1
130789 :: 1014 :: 303347 :: 205429 :: 2005-06-09 :: 1
130800 :: 1004 :: 300069 :: 211776 :: 2005-06-11 :: 1
130816 :: 1009 :: 306511 :: 271057 :: 2005-06-11 :: 1
130826 :: 1003 :: 309644 :: 252188 :: 2005-06-12 :: 1
130829 :: 1017 :: 310201 :: 268694 :: 2005-06-12 :: 1
130832 :: 1007 :: 303903 :: 273299 :: 2005-06-13 :: 1
130837 :: 1007 :: 302444 :: 288019 :: 2005-06-13 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130843 :: 1008 :: 302998 :: 263961 :: 2005-06-13 :: 1
130850 :: 1009 :: 311764 :: 214921 :: 2005-06-14 :: 1
130853 :: 1014 :: 306755 :: 206891 :: 2005-06-14 :: 1
130892 :: 1004 :: 314065 :: 258237 :: 2005-06-17 :: 1
130912 :: 1002 :: 309512 :: 277836 :: 2005-06-18 :: 1
130923 :: 1002 :: 310254 :: 203974 :: 2005-06-19 :: 1
130929 :: 1003 :: 305463 :: 218108 :: 2005-06-19 :: 1
130941 :: 1011 :: 306461 :: 258987 :: 2005-06-20 :: 1
130942 :: 1010 :: 306425 :: 204498 :: 2005-06-20 :: 1
130994 :: 1006 :: 302904 :: 250443 :: 2005-06-23 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
130999 :: 1002 :: 303338 :: 252120 :: 2005-06-24 :: 1
131000 :: 1010 :: 312385 :: 224526 :: 2005-06-24 :: 1
131023 :: 1001 :: 310622 :: 267058 :: 2005-06-25 :: 1
131027 :: 1009 :: 305609 :: 216537 :: 2005-06-25 :: 1
131037 :: 1017 :: 311609 :: 221460 :: 2005-06-26 :: 1
131039 :: 1014 :: 303648 :: 234277 :: 2005-06-26 :: 1
131049 :: 1014 :: 300995 :: 277958 :: 2005-06-27 :: 1
131051 :: 1014 :: 306704 :: 218315 :: 2005-06-27 :: 1
131053 :: 1006 :: 307583 :: 250779 :: 2005-06-27 :: 1
131073 :: 1011 :: 308936 :: 222565 :: 2005-06-28 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
131081 :: 1005 :: 304822 :: 215609 :: 2005-06-29 :: 1
131120 :: 1007 :: 310262 :: 268879 :: 2005-07-01 :: 1
131179 :: 1006 :: 312630 :: 220242 :: 2005-07-04 :: 1
131199 :: 1002 :: 309857 :: 213750 :: 2005-07-06 :: 1
131209 :: 1009 :: 312107 :: 263744 :: 2005-07-06 :: 1
131244 :: 1015 :: 303638 :: 216998 :: 2005-07-08 :: 1
131245 :: 1009 :: 312867 :: 261211 :: 2005-07-08 :: 1
131247 :: 1008 :: 308514 :: 204570 :: 2005-07-09 :: 1
131261 :: 1001 :: 301857 :: 258538 :: 2005-07-09 :: 1
131264 :: 1014 :: 309189 :: 264380 :: 2005-07-09 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
131307 :: 1007 :: 309785 :: 285236 :: 2005-07-12 :: 1
131319 :: 1015 :: 301426 :: 245596 :: 2005-07-12 :: 1
131332 :: 1017 :: 302569 :: 228245 :: 2005-07-13 :: 1
131343 :: 1005 :: 306903 :: 209806 :: 2005-07-14 :: 1
131344 :: 1017 :: 306108 :: 263090 :: 2005-07-14 :: 1
131425 :: 1018 :: 304710 :: 280161 :: 2005-07-19 :: 1
131429 :: 1009 :: 308603 :: 215517 :: 2005-07-19 :: 1
131433 :: 1004 :: 304805 :: 267998 :: 2005-07-19 :: 1
131438 :: 1002 :: 301604 :: 214246 :: 2005-07-20 :: 1
131442 :: 1016 :: 302665 :: 252432 :: 2005-07-20 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
131481 :: 1016 :: 313957 :: 251495 :: 2005-07-22 :: 1
131512 :: 1007 :: 308543 :: 238076 :: 2005-07-24 :: 1
131538 :: 1015 :: 305606 :: 279518 :: 2005-07-26 :: 1
131571 :: 1009 :: 305224 :: 219916 :: 2005-07-28 :: 1
131576 :: 1010 :: 308747 :: 226176 :: 2005-07-28 :: 1
131579 :: 1004 :: 314582 :: 285190 :: 2005-07-28 :: 1
131598 :: 1001 :: 300487 :: 287429 :: 2005-07-30 :: 1
131643 :: 1006 :: 314856 :: 213228 :: 2005-08-02 :: 1
131650 :: 1014 :: 301156 :: 207008 :: 2005-08-03 :: 1
131674 :: 1006 :: 312295 :: 275397 :: 2005-08-05 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
131679 :: 1010 :: 305268 :: 217148 :: 2005-08-05 :: 1
131717 :: 1005 :: 313778 :: 226936 :: 2005-08-08 :: 1
131738 :: 1014 :: 308323 :: 213068 :: 2005-08-09 :: 1
131757 :: 1015 :: 308947 :: 225124 :: 2005-08-10 :: 1
131771 :: 1016 :: 301506 :: 202369 :: 2005-08-11 :: 1
131784 :: 1018 :: 306265 :: 236524 :: 2005-08-12 :: 1
131794 :: 1017 :: 300873 :: 257531 :: 2005-08-13 :: 1
131847 :: 1015 :: 312114 :: 265921 :: 2005-08-16 :: 1
131864 :: 1002 :: 301032 :: 229166 :: 2005-08-17 :: 1
131885 :: 1002 :: 309502 :: 253791 :: 2005-08-18 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
131904 :: 1005 :: 307640 :: 226875 :: 2005-08-19 :: 1
131907 :: 1017 :: 303464 :: 253544 :: 2005-08-20 :: 1
131918 :: 1016 :: 313976 :: 204053 :: 2005-08-20 :: 1
131941 :: 1007 :: 303267 :: 207455 :: 2005-08-21 :: 1
131943 :: 1008 :: 306083 :: 212573 :: 2005-08-21 :: 1
131952 :: 1002 :: 309804 :: 230638 :: 2005-08-22 :: 1
131957 :: 1001 :: 311178 :: 250791 :: 2005-08-22 :: 1
131961 :: 1013 :: 308339 :: 276474 :: 2005-08-22 :: 1
131965 :: 1001 :: 313996 :: 214424 :: 2005-08-23 :: 1
131996 :: 1018 :: 307568 :: 265704 :: 2005-08-25 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
132010 :: 1004 :: 312770 :: 244465 :: 2005-08-26 :: 1
132061 :: 1011 :: 304801 :: 265822 :: 2005-08-29 :: 1
132097 :: 1008 :: 311143 :: 209568 :: 2005-09-01 :: 1
132121 :: 1011 :: 303312 :: 288070 :: 2005-09-03 :: 1
132123 :: 1011 :: 308142 :: 267262 :: 2005-09-03 :: 1
132127 :: 1008 :: 302458 :: 229084 :: 2005-09-03 :: 1
132128 :: 1015 :: 302852 :: 263115 :: 2005-09-03 :: 1
132146 :: 1005 :: 306114 :: 203370 :: 2005-09-04 :: 1
132200 :: 1001 :: 308177 :: 233552 :: 2005-09-08 :: 1
132231 :: 1009 :: 310706 :: 265038 :: 2005-09-10 :: 1
orders.id :: orders.website_id :: orders.customer_id :: orders.book_id :: orders.date :: orders.quantity
132238 :: 1006 :: 302340 :: 285147 :: 2005-09-10 :: 1
132239 :: 1014 :: 308170 :: 217217 :: 2005-09-10 :: 1
